Id_Produto,Nome do Produto,Tipo do Produto,Descrição,Preço de Custo,Porcentagem de Lucro,Preço de Venda,Quantidade em Estoque,Imagem do Produto,ID_Barcode,Sequência_Brinco,Sequência_Anel,Sequência_Pulseira,Sequência_Cordao ,Sequência_Conjunto,Sequência_Tornozeleira,Disponibilidade,ID_VENDEDORA
46f11a,CD056,CORDÕES,JN,"49,5",3,"R$ 148,50",1,Produtos_Images/fa46f11a.Imagem do Produto.171628.jpg,,,,,56,,,,
6b780bd7,CD057,CORDÕES,JN,"49,5",3,"R$ 148,50",1,Produtos_Images/6b780bd7.Imagem do Produto.171909.jpg,,,,,57,,,,
873f83,CD058,CORDÕES,JN,39,3,"R$ 117,00",1,Produtos_Images/17873f83.Imagem do Produto.172538.jpg,,,,,58,,,,
cd551932,CD059,CORDÕES,JN,37,3,"R$ 111,00",1,Produtos_Images/cd551932.Imagem do Produto.173437.jpg,,,,,59,,,,
,,,,,,,,,,,,,,,,,
62ce0b,CD061,CORDÕES,JN,"29,5",3,"R$ 88,50",2,Produtos_Images/3462ce0b.Imagem do Produto.173616.jpg,,,,,61,,,,
74c5ef,CD062,CORDÕES,JN choker,"26,5",3,"R$ 79,50",1,Produtos_Images/4374c5ef.Imagem do Produto.173838.jpg,,,,,62,,,,
f2e82a,CD063,CORDÕES,JN,42,3,"R$ 126,00",1,Produtos_Images/02f2e82a.Imagem do Produto.174556.jpg,,,,,63,,,,
,,,,,,,,,,,,,,,,,
d13ea2,CD065,CORDÕES,JN,78,3,"R$ 234,00",1,Produtos_Images/cdd13ea2.Imagem do Produto.175104.jpg,,,,,65,,,,
3fbdad32,CD066,CORDÕES,JN,33,3,"R$ 99,00",1,Produtos_Images/3fbdad32.Imagem do Produto.175241.jpg,,,,,66,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
cd16ae,CD069,CORDÕES,JN,63,3,"R$ 189,00",2,Produtos_Images/f3cd16ae.Imagem do Produto.182329.jpg,,,,,69,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
79e7c4,CD072,CORDÕES,JN,39,3,"R$ 117,00",1,Produtos_Images/7e79e7c4.Imagem do Produto.211514.jpg,,,,,72,,,,
dbff5a,CD073,CORDÕES,JN,"49,5",3,"R$ 148,50",2,Produtos_Images/86dbff5a.Imagem do Produto.211930.jpg,,,,,73,,,,
716afa,CD074,CORDÕES,JL,53,3,"R$ 159,00",0,Produtos_Images/7e716afa.Imagem do Produto.212425.jpg,,,,,74,,,,
2944b0,CD075,CORDÕES,JN,"37,5",3,"R$ 112,50",0,Produtos_Images/682944b0.Imagem do Produto.221339.jpg,,,,,75,,,,
0472fbcd,CD076,CORDÕES,JN,49,3,"R$ 147,00",1,Produtos_Images/0472fbcd.Imagem do Produto.221547.jpg,,,,,76,,,,
912c38,CD077,CORDÕES,JN,25,3,"R$ 75,00",1,Produtos_Images/94912c38.Imagem do Produto.221820.jpg,,,,,77,,,,
G1DY31,CD078,CORDÕES,JN,"31,5",3,"R$ 94,50",0,Produtos_Images/f5742e41.Imagem do Produto.225019.jpg,,,,,78,,,,
0d1be6,CD079,CORDÕES,JN,28,"4,8","R$ 134,40",2,Produtos_Images/250d1be6.Imagem do Produto.225126.jpg,,,,,79,,,,
,,,,,,,,,,,,,,,,,
86fc68,CD081,CORDÕES,JN,22,3,"R$ 66,00",1,Produtos_Images/d686fc68.Imagem do Produto.225406.jpg,,,,,81,,,,
e745fb,CD348,CORDÕES,JN,"32,5",3,"R$ 97,50",1,Produtos_Images/e745fbc4.Imagem do Produto.225505.jpg,,,,124,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
be2363,CD084,CORDÕES,JN,"79,5",3,"R$ 238,50",1,Produtos_Images/e5be2363.Imagem do Produto.231125.jpg,,,,,84,,,,
45de66,CD085,CORDÕES,JN veneziana,26,3,"R$ 78,00",7,Produtos_Images/8145de66.Imagem do Produto.231231.jpg,,,,,85,,,,
ea36f7,CD086,CORDÕES,JL,"48,5",3,"R$ 145,50",0,Produtos_Images/f2ea36f7.Imagem do Produto.231644.jpg,,,,,86,,,,
,,,,,,,,,,,,,,,,,
e0b70da1,CD088,CORDÕES,JN,44,3,"R$ 132,00",1,Produtos_Images/e0b70da1.Imagem do Produto.231936.jpg,,,,,88,,,,
a206b1,CD089,CORDÕES,JN,44,3,"R$ 132,00",0,Produtos_Images/c4a206b1.Imagem do Produto.232137.jpg,,,,126,89,,,,
e2bb28,CD090,CORDÕES,JN,29,3,"R$ 87,00",2,Produtos_Images/49e2bb28.Imagem do Produto.232503.jpg,,,,,90,,,,
2c2a4b,CD091,CORDÕES,JN,31,3,"R$ 93,00",1,Produtos_Images/382c2a4b.Imagem do Produto.232709.jpg,,,,,91,,,,
fffc17,CD092,CORDÕES,JL,66,3,"R$ 198,00",0,Produtos_Images/5ffffc17.Imagem do Produto.234047.jpg,,,,,92,,,,
5f6b75,CD093,CORDÕES,JL,49,3,"R$ 147,00",0,Produtos_Images/105f6b75.Imagem do Produto.234052.jpg,,,,,93,,,,
bc3459,CD094,CORDÕES,WDF,"21,5",3,"R$ 64,50",1,Produtos_Images/a5bc3459.Imagem do Produto.234056.jpg,,,,,94,,,,
1fc598,CD095,CORDÕES,JL,43,3,"R$ 129,00",1,Produtos_Images/671fc598.Imagem do Produto.234153.jpg,,,,,95,,,,
6d3952,CD096,CORDÕES,JL,43,3,"R$ 129,00",0,Produtos_Images/2c6d3952.Imagem do Produto.234245.jpg,,,,,96,,,,
e8cf86,CD097,CORDÕES,JN,22,3,"R$ 66,00",1,Produtos_Images/83e8cf86.Imagem do Produto.234622.jpg,,,,,97,,,,
0c5975,CD098,CORDÕES,JL,56,3,"R$ 168,00",1,Produtos_Images/440c5975.Imagem do Produto.235507.jpg,,,,,98,,,,
b41eae6c,CD099,CORDÕES,JL,"73,5",3,"R$ 220,50",1,Produtos_Images/b41eae6c.Imagem do Produto.001603.jpg,,,,,99,,,,
,,,,,,,,,,,,,,,,,
0c72627f,CD101,CORDÕES,JL,66,3,"R$ 198,00",0,Produtos_Images/0c72627f.Imagem do Produto.002200.jpg,,,,,101,,,,
,,,,,,,,,,,,,,,,,
99f1171b,CD103,CORDÕES,JN,46,3,"R$ 138,00",1,Produtos_Images/99f1171b.Imagem do Produto.002521.jpg,,,,,103,,,,
0745e13f,CD104,CORDÕES,JN,23,3,"R$ 69,00",0,Produtos_Images/0745e13f.Imagem do Produto.002819.jpg,,,,,104,,,,
a4cb02,CD105,CORDÕES,JN,"49,5",3,"R$ 148,50",1,Produtos_Images/9aa4cb02.Imagem do Produto.002949.jpg,,,,,105,,,,
628503,CD106,CORDÕES,JN,23,3,"R$ 69,00",1,Produtos_Images/de628503.Imagem do Produto.003012.jpg,,,,,106,,,,
,,,,,,,,,,,,,,,,,
81f819,CD108,CORDÕES,JL,46,3,"R$ 138,00",1,Produtos_Images/4b81f819.Imagem do Produto.004456.jpg,,,,,108,,,,
5ce592,CD109,CORDÕES,JL,45,3,"R$ 135,00",1,Produtos_Images/985ce592.Imagem do Produto.004751.jpg,,,,,109,,,,
,,,,,,,,,,,,,,,,,
6008c8,CD111,CORDÕES,JL,66,3,"R$ 198,00",1,Produtos_Images/4c6008c8.Imagem do Produto.005019.jpg,,,,,111,,,,
,,,,,,,,,,,,,,,,,
10655c,CD113,CORDÕES,JN,"49,5",3,"R$ 148,50",1,Produtos_Images/c210655c.Imagem do Produto.005301.jpg,,,,,113,,,,
4fe521,CD114,CORDÕES,JN,45,3,"R$ 135,00",1,Produtos_Images/4fe521d4.Imagem do Produto.005518.jpg,,,,,114,,,,
161c44,CD115,CORDÕES,JL,83,3,"R$ 249,00",1,Produtos_Images/83161c44.Imagem do Produto.005720.jpg,,,,,115,,,,
d033c7,CD116,CORDÕES,JN,23,3,"R$ 69,00",2,Produtos_Images/1dd033c7.Imagem do Produto.010022.jpg,,,,,116,,,,
86ea41,CD117,CORDÕES,JL,55,3,"R$ 165,00",1,Produtos_Images/2086ea41.Imagem do Produto.130257.jpg,,,,,117,,,,
,,,,,,,,,,,,,,,,,
af7b07,CD119,CORDÕES,JN,66,3,"R$ 198,00",1,Produtos_Images/76af7b07.Imagem do Produto.131925.jpg,,,,,119,,,,
fd14a0,CD120,CORDÕES,JN,"46,5",3,"R$ 139,50",1,Produtos_Images/93fd14a0.Imagem do Produto.132811.jpg,,,,,120,,,,
ae7fa3,CD121,CORDÕES,JN pedrinhas coloridas,26,3,"R$ 78,00",1,Produtos_Images/bbae7fa3.Imagem do Produto.133917.jpg,,,,,121,,,,
,,,,,,,,,,,,,,,,,
598db0,CD122,CORDÕES,JN colar longo com pedrinhas,40,3,"R$ 120,00",1,Produtos_Images/99598db0.Imagem do Produto.184151.jpg,,,,,122,,,,
374448,CD123,CORDÕES,SF,49,3,"R$ 147,00",1,Produtos_Images/d0374448.Imagem do Produto.220618.jpg,,,,,123,,,,
9c80e0,CD124,CORDÕES,JL colar pérolas,65,3,"R$ 195,00",1,Produtos_Images/059c80e0.Imagem do Produto.221000.jpg,,,,,124,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
9f025a,CD127,CORDÕES,JN shocker corrente,33,3,"R$ 99,00",1,Produtos_Images/d79f025a.Imagem do Produto.222111.jpg,,,,,127,,,,
10ec3c,CD128,CORDÕES,JN choker correte,40,3,"R$ 120,00",1,Produtos_Images/4610ec3c.Imagem do Produto.222605.jpg,,,,,128,,,,
,,,,,,,,,,,,,,,,,
acecb6,CD130,CORDÕES,JN choker correte com pingente,"41,5",3,"R$ 124,50",2,Produtos_Images/12acecb6.Imagem do Produto.223011.jpg,,,,,130,,,,
5211ae,CD131,CORDÕES,JN choker malha,49,3,"R$ 147,00",1,Produtos_Images/9d5211ae.Imagem do Produto.223235.jpg,,,,,131,,,,
c05235,CD132,CORDÕES,JN choker,"41,5",3,"R$ 124,50",1,Produtos_Images/a3c05235.Imagem do Produto.223642.jpg,,,,,132,,,,
989c93,CD133,CORDÕES,JN gravatinha,41,3,"R$ 123,00",1,Produtos_Images/d7989c93.Imagem do Produto.224000.jpg,,,,,133,,,,
f3f10a,CD134,CORDÕES,ME veneziana 60 cm,45,3,"R$ 135,00",1,Produtos_Images/f3f10a1b.Imagem do Produto.224140.jpg,,,,,134,,,,
9ed516,CD135,CORDÕES,JL triplo,55,3,"R$ 165,00",1,Produtos_Images/719ed516.Imagem do Produto.224657.jpg,,,,,135,,,,
7b88a6,CD136,CORDÕES,JL colar orgânico medio,65,3,"R$ 195,00",0,Produtos_Images/627b88a6.Imagem do Produto.225308.jpg,,,,,136,,,,
d09424,CD137,CORDÕES,JN correte grossa,63,3,"R$ 189,00",1,Produtos_Images/cad09424.Imagem do Produto.225445.jpg,,,,,137,,,,
3d8bc4,CD138,CORDÕES,JL correte grossa,"56,5",3,"R$ 169,50",1,Produtos_Images/bd3d8bc4.Imagem do Produto.225659.jpg,,,,,138,,,,
c5519a,CD139,CORDÕES,JL correte grossa,55,3,"R$ 165,00",1,Produtos_Images/60c5519a.Imagem do Produto.225951.jpg,,,,,139,,,,
a480a3,CD140,CORDÕES,JL colar bolinhas douradas curto,53,3,"R$ 159,00",0,Produtos_Images/48a480a3.Imagem do Produto.230052.jpg,,,,127,140,,,,
f3a7f0,CD141,CORDÕES,JL ckoher esfera ouro branco,"41,5",3,"R$ 124,50",0,Produtos_Images/50f3a7f0.Imagem do Produto.230230.jpg,,,,,141,,,,
aee4ea,CD142,CORDÕES,JL corrente grossa elo cadeado,55,3,"R$ 165,00",0,Produtos_Images/d9aee4ea.Imagem do Produto.230408.jpg,,,,,142,,,,
0ba5a7,CD143,CORDÕES,JL choker esfera ouro negro,"41,5",3,"R$ 124,50",1,Produtos_Images/f80ba5a7.Imagem do Produto.230603.jpg,,,,,143,,,,
44d7ac,CD144,CORDÕES,JL colar orgânico medio,53,3,"R$ 159,00",0,Produtos_Images/da44d7ac.Imagem do Produto.230849.jpg,,,,,144,,,,
7b66a8,CD145,CORDÕES,JL colar pérola com ping flor,"79,5",3,"R$ 238,50",0,Produtos_Images/df7b66a8.Imagem do Produto.231104.jpg,,,,,145,,,,
1BH6aR,CD146,CORDÕES,JL choker larga,98,3,"R$ 294,00",0,Produtos_Images/af125e88.Imagem do Produto.231529.jpg,,,,,146,,,,
9fcf90,CD147,CORDÕES,JL colar luxo pedra olho de tigre,119,3,"R$ 357,00",0,Produtos_Images/009fcf90.Imagem do Produto.235924.jpg,,,,,147,,,,
bec09d,CD148,CORDÕES,JL,80,3,"R$ 240,00",0,Produtos_Images/6fbec09d.Imagem do Produto.164733.jpg,,,,,148,,,,
10f979,CD149,CORDÕES,JL colar maxi N Senhora,83,3,"R$ 249,00",0,Produtos_Images/3a10f979.Imagem do Produto.165119.jpg,,,,,149,,,,
47e96d,CD150,CORDÕES,DWF riviera rosa pink,45,3,"R$ 135,00",1,Produtos_Images/47e96d64.Imagem do Produto.165327.jpg,,,,,150,,,,
4bb6a8,CD151,CORDÕES,NI colar prata com pêndulo,30,3,"R$ 90,00",1,Produtos_Images/2d4bb6a8.Imagem do Produto.165502.jpg,,,,,151,,,,
,,,,,,,,,,,,,,,,,
29f46a,CD153,CORDÕES,JL choker corrente ouro branco,32,3,"R$ 96,00",0,Produtos_Images/5e29f46a.Imagem do Produto.165904.jpg,,,,127,153,,,,
,,,,,,,,,,,,,,,,,
ccb4e4,CD155,CORDÕES,JL colar esfera preta,45,3,"R$ 135,00",0,Produtos_Images/c3ccb4e4.Imagem do Produto.170417.jpg,,,,,155,,,,
,,,,,,,,,,,,,,,,,
AX15R5,CD157,CORDÕES,JL Elo português,63,3,"R$ 189,00",0,Produtos_Images/8e333e66.Imagem do Produto.170717.jpg,,,,,157,,,,
50efd2a5,CD158,CORDÕES,JL cordão corrente longo,56,3,"R$ 168,00",1,Produtos_Images/50efd2a5.Imagem do Produto.170848.jpg,,,,,158,,,,
5512c9,CD159,CORDÕES,JL colar pérola fita longo,"76,5",3,"R$ 229,50",0,Produtos_Images/675512c9.Imagem do Produto.171045.jpg,,,,,159,,,,
5e4bf3,CD160,CORDÕES,JL colar longo orgânico,99,3,"R$ 297,00",0,Produtos_Images/015e4bf3.Imagem do Produto.171402.jpg,,,,,160,,,,
717cc8,CD161,CORDÕES,JL artesanal preto,63,3,"R$ 189,00",1,Produtos_Images/ed717cc8.Imagem do Produto.171533.jpg,,,,,161,,,,
340149,CD162,CORDÕES,JL colar maxi correte pedra verde,83,3,"R$ 249,00",1,Produtos_Images/f7340149.Imagem do Produto.171803.jpg,,,,,162,,,,
d7d02b,CD163,CORDÕES,JL colar corrente máxi coração pedra,145,3,"R$ 435,00",1,Produtos_Images/d9d7d02b.Imagem do Produto.171948.jpg,,,,,163,,,,
5c975a,CD164,CORDÕES,JL choker aro ouro branco,186,3,"R$ 558,00",1,Produtos_Images/a25c975a.Imagem do Produto.172146.jpg,,,,,164,,,,
3db79c,CD165,CORDÕES,JL,"79,5",3,"R$ 238,50",0,Produtos_Images/603db79c.Imagem do Produto.172756.jpg,,,,,165,,,,
5c001d,CD166,CORDÕES,JL colar pérola cascata,"79,5",3,"R$ 238,50",0,Produtos_Images/8a5c001d.Imagem do Produto.173358.jpg,,,,,166,,,,
0987f1,CD167,CORDÕES,JK Aro flor,83,3,"R$ 249,00",0,Produtos_Images/390987f1.Imagem do Produto.174030.jpg,,,,,167,,,,
e94309,CD168,CORDÕES,JL aro pedrinhas rosa,73,3,"R$ 219,00",1,Produtos_Images/b6e94309.Imagem do Produto.174157.jpg,,,,,168,,,,
12d92c,CD169,CORDÕES,JL aro largo,89,3,"R$ 267,00",0,Produtos_Images/4c12d92c.Imagem do Produto.174433.jpg,,,,,169,,,,
123a2x,CD170,CORDÕES,JL aro ouro branco,"56,5",3,"R$ 169,50",1,Produtos_Images/b5357e11.Imagem do Produto.174628.jpg,,,,,170,,,,
885a96,CD171,CORDÕES,JO aro matelado,53,3,"R$ 159,00",1,Produtos_Images/9b885a96.Imagem do Produto.174811.jpg,,,,,171,,,,
2bba8f,CD172,CORDÕES,JL Ari ouro branco ondulado,53,3,"R$ 159,00",0,Produtos_Images/602bba8f.Imagem do Produto.175004.jpg,,,,,172,,,,
76f87d,CD173,CORDÕES,JL aro ondulado dourado,59,3,"R$ 177,00",1,Produtos_Images/cf76f87d.Imagem do Produto.175159.jpg,,,,,173,,,,
f600a6,CD174,CORDÕES,JL correte longa negro,"59,5",3,"R$ 178,50",0,Produtos_Images/dbf600a6.Imagem do Produto.175951.jpg,,,,,174,,,,
,,,,,,,,,,,,,,,,,
25f1d5,CD176,CORDÕES,JK colar longo negro,"59,5",3,"R$ 178,50",0,Produtos_Images/7a25f1d5.Imagem do Produto.180723.jpg,,,,,176,,,,
29c1af,PUL127,CORDÕES,JL colar negro coração esferas,"86,5",3,"R$ 259,50",0,Produtos_Images/29c1af62.Imagem do Produto.181140.jpg,,,,127,,,,,
a9a2ab,CD177,CORDÕES,JL,"89,5",3,"R$ 268,50",0,Produtos_Images/b1a9a2ab.Imagem do Produto.181325.jpg,,,,,177,,,,
a6abc8,CD178,CORDÕES,JL correste negro,33,3,"R$ 99,00",0,Produtos_Images/eea6abc8.Imagem do Produto.181525.jpg,,,,,178,,,,
66966a,CD179,CORDÕES,JL cristais preto,33,3,"R$ 99,00",0,Produtos_Images/0e66966a.Imagem do Produto.181700.jpg,,,,,179,,,,
b8eb94,CD180,CORDÕES,JL corrente preta,49,3,"R$ 147,00",0,Produtos_Images/e9b8eb94.Imagem do Produto.182043.jpg,,,,,180,,,,
e64908,CD181,CORDÕES,JL corrente tripla negro e dourado,63,3,"R$ 189,00",0,Produtos_Images/e6e64908.Imagem do Produto.182223.jpg,,,,,181,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
f40a21,CJ010,CONJUNTOS,JL aro,88,3,"R$ 264,00",1,Produtos_Images/62f40a21.Imagem do Produto.190524.jpg,,,,127,184,10,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
021ed4,CJ013,CONJUNTOS,JL conj pêndulo,186,3,"R$ 558,00",0,Produtos_Images/dd021ed4.Imagem do Produto.191626.jpg,,,,,,13,,,
,,,,,,,,,,,,,,,,,
9c41fa,CJ015,CONJUNTOS,JN,68,3,"R$ 204,00",0,Produtos_Images/019c41fa.Imagem do Produto.192100.jpg,,,,,,15,,,
28fe0e,CJ016,CONJUNTOS,JN conj longo,"129,5",3,"R$ 388,50",1,Produtos_Images/7b28fe0e.Imagem do Produto.192541.jpg,,,,,,16,,,
5ef559,CJ017,CONJUNTOS,JL,"152,5",3,"R$ 457,50",1,Produtos_Images/525ef559.Imagem do Produto.192914.jpg,,,,,,17,,,
980d7f,CJ018,CONJUNTOS,ME,"83,5",3,"R$ 250,50",1,Produtos_Images/96980d7f.Imagem do Produto.193201.jpg,,,,,,18,,,
412d02,CJ019,CONJUNTOS,JL pedra verde gota,"98,5",3,"R$ 295,50",1,Produtos_Images/01412d02.Imagem do Produto.193950.jpg,,,,,,19,,,
,,,,,,,,,,,,,,,,,
3203d7,CJ021,CONJUNTOS,SF cristal,92,3,"R$ 276,00",1,Produtos_Images/2b3203d7.Imagem do Produto.194753.jpg,,,,,,21,,,
1e9e3eae,CD184,CORDÕES,JN choker,37,3,"R$ 111,00",1,Produtos_Images/1e9e3eae.Imagem do Produto.235350.jpg,,,,,184,,,,
a37c7566,CJ022,CONJUNTOS,JL,76,3,"R$ 228,00",0,Produtos_Images/a37c7566.Imagem do Produto.000652.jpg,,,,,,22,,,
da7d9bf9,CJ023,CONJUNTOS,JN vc coração pequeno,48,3,"R$ 144,00",0,Produtos_Images/da7d9bf9.Imagem do Produto.001016.jpg,,,,,,23,,,
616a078b,CJ024,CONJUNTOS,JL cj  pedra rosa claro,79,3,"R$ 237,00",1,Produtos_Images/616a078b.Imagem do Produto.111150.jpg,,,,,,24,,,
2c6d5e,AN145,ANÉIS,JN aparador 16,35,3,"R$ 105,00",1,Produtos_Images/332c6d5e.Imagem do Produto.112514.jpg,,,145,,,,,,
f5972f,AN146,ANÉIS,JN triplo 20,54,3,"R$ 162,00",1,Produtos_Images/baf5972f.Imagem do Produto.112722.jpg,,,146,,,,,,
9e79a8,AN147,ANÉIS,JN 22,40,3,"R$ 120,00",1,Produtos_Images/309e79a8.Imagem do Produto.112852.jpg,,,147,,,,,,
,,,,,,,,,,,,,,,,,
e9d663,AN149,ANÉIS,JN 28,71,3,"R$ 213,00",1,Produtos_Images/72e9d663.Imagem do Produto.113058.jpg,,,149,,,,,,
9d8468,AN150,ANÉIS,JN 20 aparador,28,3,"R$ 84,00",1,Produtos_Images/b09d8468.Imagem do Produto.113142.jpg,,,150,,,,,,
7f5bb2,AN151,ANÉIS,JN,26,3,"R$ 78,00",1,Produtos_Images/ed7f5bb2.Imagem do Produto.113333.jpg,,,151,,,,,,
bf0f1d,AN152,ANÉIS,JN,22,3,"R$ 66,00",1,Produtos_Images/59bf0f1d.Imagem do Produto.113412.jpg,,,152,,,,,,
a6cb3d,AN153,ANÉIS,JN,18,3,"R$ 54,00",2,Produtos_Images/1ea6cb3d.Imagem do Produto.113511.jpg,,,153,,,,,,
b6deef,AN154,ANÉIS,JN 22,42,3,"R$ 126,00",3,Produtos_Images/38b6deef.Imagem do Produto.121531.jpg,,,154,,,,,,
,,,,,,,,,,,,,,,,,
ea16da,AN155,ANÉIS,JM folhas,34,3,"R$ 102,00",2,Produtos_Images/49ea16da.Imagem do Produto.183704.jpg,,,155,,,,,,
bc16bd,AN156,ANÉIS,JN orgânico,31,3,"R$ 93,00",1,Produtos_Images/62bc16bd.Imagem do Produto.184919.jpg,,,156,,,,,,
9a425299,BR437,BRINCOS,Ev,"14,75",4,"R$ 59,00",1,Produtos_Images/9a425299.Imagem do Produto.143754.jpg,,437,,,,,,,
6c3c0728,BR438,BRINCOS,Ev cravejado colorido,"17,25",4,"R$ 69,00",1,Produtos_Images/6c3c0728.Imagem do Produto.144131.jpg,,438,,,,,,,
a20867,AN157,ANÉIS,JN duplo,41,3,"R$ 123,00",1,Produtos_Images/57a20867.Imagem do Produto.163829.jpg,,,157,,,,,,
febdf7,AN158,ANÉIS,JN plaquinha,17,3,"R$ 51,00",2,Produtos_Images/adfebdf7.Imagem do Produto.163954.jpg,,,158,,,,,,
,,,,,,,,,,,,,,,,,
750dea,AN160,ANÉIS,JN corações,28,3,"R$ 84,00",1,Produtos_Images/e9750dea.Imagem do Produto.164336.jpg,,,160,,,,,,
629ef5,AN161,ANÉIS,JN coração,23,3,"R$ 69,00",2,Produtos_Images/d5629ef5.Imagem do Produto.164445.jpg,,,161,,,,,,
dfdcb9,AN162,ANÉIS,JN de X,33,3,"R$ 99,00",2,Produtos_Images/98dfdcb9.Imagem do Produto.164529.jpg,,,162,,,,,,
,,,,,,,,,,,,,,,,,
40d15b,AN164,ANÉIS,JN trancinha,26,3,"R$ 78,00",1,Produtos_Images/3640d15b.Imagem do Produto.164821.jpg,,,164,,,,,,
807fb5,AN165,ANÉIS,JN aparador,37,3,"R$ 111,00",2,Produtos_Images/2d807fb5.Imagem do Produto.164906.jpg,,,165,,,,,,
b2309f,AN166,ANÉIS,JN aparador,36,3,"R$ 108,00",1,Produtos_Images/a2b2309f.Imagem do Produto.165123.jpg,,,166,,,,,,
fef180,AN167,ANÉIS,JN aparador,40,3,"R$ 120,00",1,Produtos_Images/fbfef180.Imagem do Produto.165208.jpg,,,167,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
33bcb7,CJ026,CONJUNTOS,SB,32,3,"R$ 96,00",1,Produtos_Images/3033bcb7.Imagem do Produto.194810.jpg,,,,,,26,,,
8dfdaa,CJ027,CONJUNTOS,JN,"59,66",3,"R$ 178,98",1,Produtos_Images/6d8dfdaa.Imagem do Produto.195158.jpg,,,,,,27,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
7982fd,PUL124,PULSEIRAS,JN,18,3,"R$ 54,00",1,Produtos_Images/7982fdd9.Imagem do Produto.203247.jpg,,,,124,,,,,
5bedf764,BR439,BRINCOS,JN,44,3,"R$ 132,00",1,Produtos_Images/5bedf764.Imagem do Produto.203423.jpg,,439,,,,,,,
ca201241,CJ028,CORDÕES,JN,37,3,"R$ 111,00",-1,Produtos_Images/ca201241.Imagem do Produto.204849.jpg,,,,,,28,,,
93ded6,AN170,ANÉIS,JL,46,3,"R$ 138,00",2,Produtos_Images/d393ded6.Imagem do Produto.215935.jpg,,,170,,,,,,
,,,,,,,,,,,,,,,,,
187f64,AN172,ANÉIS,JN,48,3,"R$ 144,00",2,Produtos_Images/62187f64.Imagem do Produto.220404.jpg,,,172,,,,,,
2f0a82,CD185,CORDÕES,JN,33,3,"R$ 99,00",1,Produtos_Images/2f0a8267.Imagem do Produto.223121.jpg,,,,,185,,,,
,,,,,,,,,,,,,,,,,
edafdbcb,BR440,BRINCOS,EV,18,3,"R$ 54,00",1,Produtos_Images/edafdbcb.Imagem do Produto.001448.jpg,,440,,,187,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
9d6a8c28,CJ029,CONJUNTOS,JL,113,3,"R$ 339,00",0,Produtos_Images/9d6a8c28.Imagem do Produto.012548.jpg,,,,,,29,,,
94c60bf0,CD187,CORDÕES,JL,54,3,"R$ 162,00",1,Produtos_Images/94c60bf0.Imagem do Produto.012745.jpg,,,,,187,,,,
769fc992,CD188,CORDÕES,JL aro,90,3,"R$ 270,00",0,Produtos_Images/769fc992.Imagem do Produto.012928.jpg,,,,,188,,,,
,,,,,,,,,,,,,,,,,
74cdfc3d,PUL126,PULSEIRAS,JL,59,3,"R$ 177,00",1,Produtos_Images/74cdfc3d.Imagem do Produto.155858.jpg,,,,126,,,,,
effce9,CJ030,CONJUNTOS,JL colorido,60,3,"R$ 180,00",1,Produtos_Images/5aeffce9.Imagem do Produto.231347.jpg,,,,,,30,,,
1c64b2,CJ031,CONJUNTOS,SB,"32,5",3,"R$ 97,50",4,Produtos_Images/a81c64b2.Imagem do Produto.231514.jpg,,,,,,31,,,
,,,,,,,,,,,,,,,,,
1b3d0a,CJ033,CONJUNTOS,SB,26,3,"R$ 78,00",0,Produtos_Images/a81b3d0a.Imagem do Produto.231712.jpg,,,,,,33,,,
b6438f,CJ034,CONJUNTOS,SB,35,3,"R$ 105,00",1,Produtos_Images/c0b6438f.Imagem do Produto.231832.jpg,,,,,,34,,,
d4557c,CJ035,CONJUNTOS,SF,"65,5",3,"R$ 196,50",0,Produtos_Images/ead4557c.Imagem do Produto.231917.jpg,,,,,,35,,,
a1cd6d,CJ036,CONJUNTOS,SB,83,3,"R$ 249,00",1,Produtos_Images/20a1cd6d.Imagem do Produto.232001.jpg,,,,,,36,,,
,,,,,,,,,,,,,,,,,
19729f,CJ038,CONJUNTOS,SB,29,3,"R$ 87,00",1,Produtos_Images/a319729f.Imagem do Produto.232132.jpg,,,,,,38,,,
8598d0,CJ039,CONJUNTOS,JN,55,3,"R$ 165,00",0,Produtos_Images/078598d0.Imagem do Produto.232232.jpg,,,,,,39,,,
30a333,CJ040,CONJUNTOS,JL,22,3,"R$ 66,00",0,Produtos_Images/9a30a333.Imagem do Produto.232318.jpg,,,,,,40,,,
c06700,CJ041,CONJUNTOS,SB infantil,32,3,"R$ 96,00",1,Produtos_Images/1dc06700.Imagem do Produto.215151.jpg,,,,,,41,,,
3f66b0,AN173,ANÉIS,JL ouro Branco,66,3,"R$ 198,00",0,Produtos_Images/3f66b0.Imagem do Produto.182854.jpg,,,173,,,,,,
,,,,,,,,,,,,,,,,,
